"name","ticker","country","listed","exchange","cik","formerly_names","current_name","original_names"
"Nova Vision Acquisition Corp.","NOVV","Hong Kong",True,"NASDAQ","0001858028","","Nova Vision Acquisition Corp","NovaVision, Inc."
"NovaBay Pharmaceuticals","NBY","United States",True,"AMEX","0001389545","","NovaBay Pharmaceuticals, Inc.","NovaBay Pharmaceuticals, Inc."
"Novan","NOVN","United States",True,"NASDAQ","0001467154","","Novan, Inc.","Novan, Inc."
"Novartis AG","NVS","Switzerland",True,"NYSE","0001114448","","NOVARTIS AG","Novartis"
"Novavax","NVAX","United States",True,"NASDAQ","0001000694","","NOVAVAX INC","Novavax"
"Novo Nordisk A/S","NVO","Denmark",True,"NYSE","0000353278","","NOVO NORDISK A S","Novo Nordisk A/S"
"NovoCure","NVCR","Jersey",True,"NASDAQ","0001645113","","NovoCure Ltd","NovoCure Ltd."
"Novus Therapeutics","NVUS",NULL,False,"NASDAQ","0001404281","Novus Therapeutics, Inc.||Tokai Pharmaceuticals Inc","Eledon Pharmaceuticals, Inc.","Novus Therapeutics, Inc"
"NuCana","NCNA","United Kingdom",True,"NASDAQ","0001709626","NuCana BioMed Ltd","NuCana plc","NuCana plc"
"NuVasive","NUVA","United States",True,"NASDAQ","0001142596","","NUVASIVE INC","NuVasive"
"Nurix Therapeutics","NRIX","United States",True,"NASDAQ","0001549595","Nurix, Inc.","Nurix Therapeutics, Inc.","Nurix Therapeutics, Inc."
"Nuvalent","NUVL","United States",True,"NASDAQ","0001861560","","Nuvalent, Inc.","Nuvalent Inc."
"Nuvation Bio","NUVB","United States",True,"NYSE","0001829093","","Nuvation Bio Inc.","Nuvation Bio, Inc."
"Nuvectra Corp","NVTR",NULL,False,"NASDAQ","0001648893","QIG GROUP, LLC","Nuvectra Corp","Nuvectra"
"NxStage Medical","NXTM",NULL,False,"NASDAQ","0001333170","","NxStage Medical, Inc.","NxStage Medical"
"Nyxoah SA","NYXH","Belgium",True,"NASDAQ","0001857190","","Nyxoah SA","Nyxoah S.A."
"OBALON THERAPEUTICS INC","OBLN",NULL,False,"NASDAQ","0001427570","OBALON THERAPEUTICS INC","ReShape Lifesciences Inc.","Obalon Therapeutics, Inc."
"OPKO Health","OPK","United States",True,"NASDAQ","0000944809","EXEGENICS INC||eXegenics Inc||CYTOCLONAL PHARMACEUTICS INC /DE","OPKO HEALTH, INC.","OPKO Health, Inc."
"ORPHAN MEDICAL INC","ORPH","Denmark",True,"NASDAQ","0000929548","","ORPHAN MEDICAL INC","Orphan Medical"
"OSIRIS THERAPEUTICS","OSIR",NULL,False,"NASDAQ","0001360886","","OSIRIS THERAPEUTICS, INC.","Osiris Therapeutics"
"Oasmia Pharmaceutical AB","OASM",NULL,False,"NASDAQ","0001607245","","Oasmia Pharmaceutical AB","Oasmia Pharmaceutical AB"
"ObsEva SA","OBSV","Switzerland",True,"NASDAQ","0001685316","","ObsEva SA","ObsEva SA"
"Ocera Therapeutics","OCRX",NULL,False,"NASDAQ","0001274644","TRANZYME INC","Ocera Therapeutics, Inc.","Ocera Therapeutics, Inc."
"Ocugen","OCGN","United States",True,"NASDAQ","0001372299","HISTOGENICS CORP","Ocugen, Inc.","Ocugen"
"Ocular Therapeutix","OCUL","United States",True,"NASDAQ","0001393434","I-THERAPEUTIX INC","OCULAR THERAPEUTIX, INC","Ocular Therapeutix, Inc."
"Oculus Innovative Sciences","OCLS",NULL,False,"NASDAQ","0001367083","Oculus Innovative Sciences, Inc.","Sonoma Pharmaceuticals, Inc.","Oculus Innovative Sciences, Inc."
"Ocuphire Pharma","OCUP","United States",True,"NASDAQ","0001228627","CORPORATE ROAD SHOW DOT COM INC||FERRARO FRANK||REXAHN PHARMACEUTICALS, INC.","Ocuphire Pharma, Inc.","Ocuphire Pharma, Inc."
"Odonate Therapeutics","ODT",NULL,False,"NASDAQ","0001717452","Odonate Therapeutics, LLC","Odonate Therapeutics, Inc.","Odonate Therapeutics, Inc."
"Ohr Pharmaceutical","OHRP",NULL,False,"NASDAQ","0001173281","Ohr Pharmaceutical Inc||BBM HOLDINGS, INC.||PRIME RESOURCE INC","NeuBase Therapeutics, Inc.","Ohr Pharmaceutical Inc."
"Olema Pharmaceuticals","OLMA","United States",True,"NASDAQ","0001750284","","Olema Pharmaceuticals, Inc.","Olema Pharmaceuticals, Inc."
"Omeros Corporation","OMER","United States",True,"NASDAQ","0001285819","","OMEROS CORP","Omeros Corporation"
"OncoMed Pharmaceuticals","OMED",NULL,False,"NASDAQ","0001302573","","OncoMed Pharmaceuticals Inc","OncoMed Pharmaceuticals, Inc."
"OncoSec Medical Incorporated","ONCS","United States",True,"NASDAQ","0001444307","NetVentory Solutions, Inc.","ONCOSEC MEDICAL Inc","OncoSec Medical Incorporated"
"Oncocyte Corporation","OCX","United States",True,"NASDAQ","0001642380","","Oncocyte Corp","OncoCyte"
"Oncolytics Biotech","ONCY","Canada",True,"NASDAQ","0001129928","","ONCOLYTICS BIOTECH INC","Oncolytics Biotech"
"Onconova Therapeutics","ONTX","United States",True,"NASDAQ","0001130598","ONCONOVA THERAPEUTICS INC","Onconova Therapeutics, Inc.","Onconova Therapeutics, Inc."
"Oncorus","ONCR","United States",True,"NASDAQ","0001671818","","Oncorus, Inc.","Oncorus, Inc."
"Oncternal Therapeutics","ONCT","United States",True,"NASDAQ","0001260990","GTX INC /DE/||GTX INC/TN","Oncternal Therapeutics, Inc.","Oncternal Therapeutics, Inc"
"Opexa Therapeutics","OPXA",NULL,False,"NASDAQ","0001069308","Opexa Therapeutics, Inc.||PHARMAFRONTIERS CORP||SPORTAN UNITED INDUSTRIES INC||PharmaFrontiers Corp.","Acer Therapeutics Inc.","Opexa Therapeutics, Inc."
"Ophthotech Corp.","OPHT",NULL,False,"NASDAQ","0001410939","Ophthotech Corp.","IVERIC bio, Inc.","Ophthotech Corporation"
"Opiant Pharmaceuticals","OPNT","United States",True,"NASDAQ","0001385508","Lightlake Therapeutics Inc.||Madrona Ventures, Inc.","OPIANT PHARMACEUTICALS, INC.","Opiant Pharmaceuticals Inc"
"Opthea","OPT","Australia",True,"NASDAQ","0001815620","","Opthea Ltd","Opthea Limited"
"Oragenics","OGEN","United States",True,"AMEX","0001174940","","ORAGENICS INC","Oragenics, Inc."
"Oramed Pharmaceuticals","ORMP","Israel",True,"NASDAQ","0001176309","Integrated Security Technologies, Inc.||IGUANA VENTURES LTD","ORAMED PHARMACEUTICALS INC.","Oramed, Ltd."
"Orchard Therapeutics","ORTX","United Kingdom",True,"NASDAQ","0001748907","Orchard Rx Ltd","Orchard Therapeutics plc","Orchard Therapeutics"
"Orexigen Therapeutics","OREX",NULL,False,"NASDAQ","0001382911","","Orexigen Therapeutics, Inc.","Orexigen Therapeutics, Inc"
"Organogenesis Holdings","ORGO","United States",True,"NASDAQ","0001661181","Avista Healthcare Public Acquisition Corp.","Organogenesis Holdings Inc.","Organogenesis"
"Orgenesis","ORGS","United States",True,"NASDAQ","0001460602","Business Outsourcing Service, Inc.","Orgenesis Inc.","Orgenesis Ltd."
"Oric Pharmaceuticals","ORIC","United States",True,"NASDAQ","0001796280","","Oric Pharmaceuticals, Inc.","Oric Pharmaceuticals"
"Origin Materials","OBNK","United States",True,"NASDAQ","0001516912","Origin Bancorp, Inc. Attn: Chase Anderson||Community Trust Financial Corp","Origin Bancorp, Inc.","Origin Inc."
"Orphazyme A/S","ORPH","Denmark",True,"NASDAQ","0001764791","","Orphazyme A/S","Orphan Medical"
"Ortho Clinical Diagnostics Holdings","OCDX","United States",True,"NASDAQ","0001828443","Ortho-Clinical Diagnostics Bermuda Co. Ltd.","Ortho Clinical Diagnostics Holdings plc","Ortho-Clinical Diagnostics, Inc."
"Orthofix Medical","OFIX","Curacao",True,"NASDAQ","0000884624","ORTHOFIX INTERNATIONAL N V","Orthofix Medical Inc.","Orthofix Inc."
"Otonomy","OTIC","United States",True,"NASDAQ","0001493566","","OTONOMY, INC.","Otonomy, Inc."
"Outlook Therapeutics","OTLK","United States",True,"NASDAQ","0001649989","Oncobiologics, Inc.","Outlook Therapeutics, Inc.","Outlook Therapeutics, Inc."
"Outset Medical","OM","United States",True,"NASDAQ","0001484612","Home Dialysis Plus, Ltd.","Outset Medical, Inc.","Outset Medical"
"OvaScience","OVAS",NULL,False,"NASDAQ","0001544227","OvaScience, Inc.||Millendo Therapeutics, Inc.","Tempest Therapeutics, Inc.","OvaScience, Inc."
"Ovid Therapeutics","OVID","United States",True,"NASDAQ","0001636651","","Ovid Therapeutics Inc.","Ovid Therapeutics Inc."
"Oxford Immunotec Global PLC","OXFD",NULL,False,"NASDAQ","0001586049","","Oxford Immunotec Global PLC","Oxford Immunotec"
"Oyster Point Pharma","OYST","United States",True,"NASDAQ","0001720725","","Oyster Point Pharma, Inc.","Oyster Point Pharma, Inc."
"PAIN THERAPEUTICS INC","PTIE",NULL,False,"NASDAQ","0001069530","PAIN THERAPEUTICS INC","CASSAVA SCIENCES INC","Pain Therapeutics"
"PAVmed","PAVM","United States",True,"NASDAQ","0001624326","PAXmed Inc.","PAVmed Inc.","PAVmed Inc."
"PDL BIOPHARMA","PDLI",NULL,False,"NASDAQ","0000882104","PROTEIN DESIGN LABS INC/DE","PDL BIOPHARMA, INC.","PDL BioPharma, Inc."
"PDS Biotechnology Corp","PDSB","United States",True,"NASDAQ","0001472091","Edge Therapeutics, Inc.","PDS Biotechnology Corp","PDS Biotechnology Corp."
"PEPLIN INC","PLIN","China",True,"NASDAQ","0001408808","","PEPLIN INC","Peplin"
"PEREGRINE PHARMACEUTICALS INC","PPHM",NULL,False,"NASDAQ","0000704562","TECHNICLONE CORP/DE/||TECHNICLONE INTERNATIONAL CORP||PEREGRINE PHARMACEUTICALS INC","Avid Bioservices, Inc.","Peregrine Pharmaceuticals"
"PHARMATHENE INC","PIP",NULL,False,"NYSE","0001326190","PHARMATHENE, INC||HEALTHCARE ACQUISITION CORP","Altimmune, Inc.","PharmAthene, Inc."
"PLUS THERAPEUTICS","PSTV","United States",True,"NASDAQ","0001095981","MACROPORE INC||CYTORI THERAPEUTICS, INC.","PLUS THERAPEUTICS, INC.","Plus Therapeutics"
"PLx Pharma","PLXP","United States",True,"NASDAQ","0001497504","Dipexium Pharmaceuticals, Inc.||Dipexium Pharmaceuticals, LLC","PLx Pharma Inc.","PLx Pharma"
"PMV Pharmaceuticals","PMVP","United States",True,"NASDAQ","0001699382","","PMV Pharmaceuticals, Inc.","PMV Pharmaceuticals, Inc"
"POINT Biopharma Global","PNT","United States",True,"NASDAQ","0001811764","Therapeutics Acquisition Corp.","POINT Biopharma Global Inc.","POINT Biopharma"
"PORTOLA PHARMACEUTICALS INC","PTLA",NULL,False,"NASDAQ","0001269021","","PORTOLA PHARMACEUTICALS INC","Portola Pharmaceuticals"
"PPD","PPD",NULL,False,"NASDAQ","0001793294","","PPD, Inc.","PPD"
"PRANA BIOTECHNOLOGY LTD","ATHE","Australia",True,"NASDAQ","0001131343","PRANA BIOTECHNOLOGY LTD","ALTERITY THERAPEUTICS LTD","Prana Biotechnology Limited"
"PROCEPT BioRobotics Corporation","PRCT","United States",True,"NASDAQ","0001588978","","PROCEPT BioRobotics Corp","PROCEPT BioRobotics"
"PROGENICS PHARMACEUTICALS INC","PGNX",NULL,False,"NASDAQ","0000835887","","PROGENICS PHARMACEUTICALS INC","Progenics Pharmaceuticals, Inc."
"PROTEON THERAPEUTICS INC","PRTO",NULL,False,"NASDAQ","0001359931","PROTEON THERAPEUTICS INC||ArTara Therapeutics, Inc.","Protara Therapeutics, Inc.","Proteon Therapeutics"
"PROTEOSTASIS THERAPEUTICS","PTI",NULL,False,"NASDAQ","0001445283","PROTEOSTASIS THERAPEUTICS INC||PROTEOSTASIS THERAPEUTICS, INC.","YUMANITY THERAPEUTICS, INC.","Proteostasis Therapeutics, Inc."
"PROVECTUS BIOPHARMACEUTICALS","PVCT","United States",False,"NYSE","0000315545","PROVECTUS PHARMACEUTICALS INC||ZAMAGE DIGITAL IMAGING INC||SPM GROUP INC||PROVECTUS PHARMACEUTICAL INC","PROVECTUS BIOPHARMACEUTICALS, INC.","Provectus Pharmaceuticals"
"PROVECTUS PHARMACEUTICALS INC","PVCT","United States",False,"NYSE","0000315545","PROVECTUS PHARMACEUTICALS INC||ZAMAGE DIGITAL IMAGING INC||SPM GROUP INC||PROVECTUS PHARMACEUTICAL INC","PROVECTUS BIOPHARMACEUTICALS, INC.","Provectus Pharmaceuticals"
"PTC Therapeutics","PTCT","United States",True,"NASDAQ","0001070081","PTC THERAPEUTICS INC","PTC THERAPEUTICS, INC.","PTC Therapeutics"
"Pacira Pharmaceuticals","PCRX","United States",True,"NASDAQ","0001396814","Blue Acquisition Corp||Pacira Pharmaceuticals, Inc.||PACIRA INC","Pacira BioSciences, Inc.","Pacira Pharmaceuticals, Inc"
"PainReform","PRFX","Israel",True,"NASDAQ","0001801834","","PAINREFORM LTD.","PainReform LTD"
"Palatin Technologies","PTN","United States",True,"AMEX","0000911216","INTERFILM INC","PALATIN TECHNOLOGIES INC","Palatin Technologies"
"Panbela Therapeutics","PBLA","United States",True,"NASDAQ","0001029125","CIMARRON SOFTWARE INC||Sun BioPharma, Inc.||Cimarron Medical, Inc.","Panbela Therapeutics, Inc.","Panbela Therapeutics, Inc."
"Paragon 28","FNA","",True,"NYSE","0001531978","","Paragon 28, Inc.","Paragon 28"
"Paratek Pharmaceuticals","PRTK","United States",True,"NASDAQ","0001178711","NOVACEA INC||Transcept Pharmaceuticals Inc","Paratek Pharmaceuticals, Inc.","Paratek Pharmaceuticals Inc"
"Pardes Biosciences","PRDS","United States",True,"NASDAQ","0001822711","FS Development Corp. II","PARDES BIOSCIENCES, INC.","Pardes Biosciences, Inc."
"Parexel Investment Holdings L.P.","PRXL",NULL,False,"NASDAQ","0000799729","","PAREXEL INTERNATIONAL CORP","Parexel"
"Parker-Hannifin Corporation","PH","United States",True,"NYSE","0000076334","","PARKER HANNIFIN CORP","Parker Hannifin Corporation"
"Passage Bio","PASG","United States",True,"NASDAQ","0001787297","","Passage BIO, Inc.","Passage Bio, Inc."
"Pear Therapeutics","PEAR","United States",True,"NASDAQ","0001835567","Thimble Point Acquisition Corp.","Pear Therapeutics, Inc.","Pear Therapeutics, Inc."
"Peloton Therapeutics","PLTX",NULL,False,"NASDAQ","0001525145","","Peloton Therapeutics, Inc.","Peloton Therapeutics, Inc."
"Penumbra","PEN","",True,"NYSE","0001321732","","Penumbra Inc","Penumbra Inc."
"Perrigo Company","PRGO","United States",True,"NYSE","0001585364","PERRIGO Co Ltd","PERRIGO Co plc","Perrigo Company"
"Perspectum Group","SCAN",NULL,False,"NASDAQ","0001852638","Perspectum Group Ltd||Perspectum Holdings Ltd","Perspectum Group plc","Perspectum"
"Pfenex","PFNX",NULL,False,"NYSE","0001478121","","Pfenex Inc.","Pfenex, Inc"
"Pfizer","PFE","United States",True,"NYSE","0000078003","","PFIZER INC","Pfizer"
"Pharmasset","VRUS","United States",False,"NASDAQ","0001301081","","Pharmasset Inc","Pharmasset"
"PhaseBio Pharmaceuticals","PHAS","United States",True,"NASDAQ","0001169245","Phase Biosciences Inc||DT BIOSCIENCES INC","PhaseBio Pharmaceuticals Inc","PhaseBio Pharmaceuticals Inc."
"Phathom Pharmaceuticals","PHAT","United States",True,"NASDAQ","0001783183","","Phathom Pharmaceuticals, Inc.","Phathom Pharmaceuticals, Inc."
"Pieris Pharmaceuticals","PIRS","Germany",True,"NASDAQ","0001583648","Marika Inc.","PIERIS PHARMACEUTICALS, INC.","Pieris Pharmaceuticals, Inc."
"Pliant Therapeutics","PLRX","United States",True,"NASDAQ","0001746473","","PLIANT THERAPEUTICS, INC.","Pliant Therapeutics, Inc."
"Pluristem Therapeutics","PSTI","Israel",True,"NASDAQ","0001158780","AI SOFTWARE INC||PLURISTEM LIFE SYSTEMS INC","PLURISTEM THERAPEUTICS INC","Pluristem Ltd."
"PolarityTE","PTE","United States",True,"NASDAQ","0001076682","CONNECTIV CORP||MAJESCO ENTERTAINMENT CO||SMD GROUP INC||CDBEAT COM INC||SPINROCKET COM INC||CONNECTIVCORP||MAJESCO HOLDINGS INC","POLARITYTE, INC.","PolarityTE"
"PolyPid","PYPD","Israel",True,"NASDAQ","0001611842","","PolyPid Ltd.","PolyPid Ltd."
"Poseida Therapeutics","PSTX","United States",True,"NASDAQ","0001661460","","Poseida Therapeutics, Inc.","Poseida Therapeutics, Inc."
"Praxis Precision Medicines","PRAX","United States",True,"NASDAQ","0001689548","","Praxis Precision Medicines, Inc.","Praxis Precision Medicines"
"Precision BioSciences","DTIL","United States",True,"NASDAQ","0001357874","","PRECISION BIOSCIENCES INC","Precision BioSciences, Inc."
"Precision Therapeutics","AIPT",NULL,False,"NASDAQ","0001446159","Skyline Medical Inc.||BioDrain Medical, Inc.||Precision Therapeutics Inc.","Predictive Oncology Inc.","Precision Therapeutics"
"Prelude Therapeutics Incorporated","PRLD","United States",True,"NASDAQ","0001678660","Prelude Therapeutics Inc.","Prelude Therapeutics Inc","Prelude Therapeutics"
"Prevail Therapeutics","PRVL",NULL,False,"NASDAQ","0001714798","","Prevail Therapeutics Inc.","Prevail Therapeutics"
"Prima BioMed","IMMP","Australia",True,"NASDAQ","0001506184","Prima BioMed Ltd","IMMUTEP Ltd","Prima BioMed Ltd"
"ProQR Therapeutics N.V.","PRQR","Netherlands",True,"NASDAQ","0001612940","ProQR Therapeutics B.V.","ProQR Therapeutics N.V.","ProQR Therapeutics"
"Processa Pharmaceuticals","PCSA","United States",True,"NASDAQ","0001533743","Heatwurx, Inc.","Processa Pharmaceuticals, Inc.","Processa Pharmaceuticals"
"Procore Technologies","PCOR","",True,"NYSE","0001611052","","PROCORE TECHNOLOGIES, INC.","ProCore Ltd."
"Procter & Gamble Company","PG","United States",True,"NYSE","0001301301","","Procter &Gamble Co","Procter and Gamble"
"Profound Medical Corp.","PROF","Canada",True,"NASDAQ","0001628808","","Profound Medical Corp.","Profound Medical Inc."
"Progenity","PROG","United States",True,"NASDAQ","0001580063","ASCENDANT MDX, INC.","PROGENITY, INC.","Progenity, Inc."
"Progyny","PGNY","United States",True,"NASDAQ","0001551306","Auxogyn, Inc.||Auxogyn Inc","Progyny, Inc.","Progyny, Inc."
"Prometheus Biosciences","RXDX","United States",True,"NASDAQ","0001718852","Precision IBD, Inc.","Prometheus Biosciences, Inc.","Prometheus Biosciences, Inc."
"Prosight Management LP","PROS",NULL,False,"NYSE","0001634038","","ProSight Global, Inc.","ProSight"
"Protagonist Therapeutics","PTGX","United States",True,"NASDAQ","0001377121","Protagonist Therapeutics Inc||Protagonist Inc","Protagonist Therapeutics, Inc","Protagonist Therapeutics, Inc."
"Protalix BioTherapeutics","PLX","Israel",True,"AMEX","0001006281","ORTHODONTIX INC||EMBASSY ACQUISITION CORP","Protalix BioTherapeutics, Inc.","Protalix"
"Protara Therapeutics","TARA","United States",True,"NASDAQ","0001359931","PROTEON THERAPEUTICS INC||ArTara Therapeutics, Inc.","Protara Therapeutics, Inc.","Protara Therapeutics"
"Provention Bio","PRVB","United States",True,"NASDAQ","0001695357","","Provention Bio, Inc.","Provention Bio, Inc."
"Pulmatrix","PULM","United States",True,"NASDAQ","0001574235","Ruthigen, Inc.","Pulmatrix, Inc.","Pulmatrix Inc."
"Pulmonx Corporation","LUNG","United States",True,"NASDAQ","0001127537","PULMONX","Pulmonx Corp","Pulmonx Corporation"
"Pulse Biosciences","PLSE","United States",True,"NASDAQ","0001625101","Electroblate, Inc.","Pulse Biosciences, Inc.","Pulse Biosciences, Inc."
"Puma Biotechnology","PBYI","United States",True,"NASDAQ","0001401667","INNOVATIVE ACQUISITIONS CORP","PUMA BIOTECHNOLOGY, INC.","Puma Biotechnology, Inc."
"PureTech Health","PRTC","United Kingdom",True,"NASDAQ","0001782999","","PureTech Health plc","PureTech"
"QLT INC/BC","QLTI",NULL,False,"NASDAQ","0000827809","QLT PHOTOTHERAPEUTICS INC||QLT PHOTO THERAPEUTICS INC||QLT INC/BC||QUADRA LOGIC TECH. INC.","NOVELION THERAPEUTICS INC.","QLT Inc."
"Quidel Corporation","QDEL","United States",True,"NASDAQ","0000353569","","QUIDEL CORP /DE/","Quidel Corporation"
"Quintiles IMS Holdings","Q",NULL,False,"NYSE","0001478242","Quintiles Transnational Holdings Inc.||Quintiles IMS Holdings, Inc.","IQVIA HOLDINGS INC.","Quintiles, Inc."
"Quoin Pharmaceuticals","QNRX",NULL,True,"NASDAQ","0001671502","Cellect Biomed Ltd.||Cellect Biotechnology Ltd.","Quoin Pharmaceuticals, Ltd.","Cellect Biotechnology"
"RAPT Therapeutics","RAPT","United States",True,"NASDAQ","0001673772","FLX Bio, Inc.","RAPT Therapeutics, Inc.","RAPT Therapeutics, Inc."
"REGENXBIO","RGNX","United States",True,"NASDAQ","0001590877","ReGenX Biosciences, LLC","REGENXBIO Inc.","Regenxbio Inc."
"REPROS THERAPEUTICS","RPRX","United States",True,"NASDAQ","0000897075","ZONAGEN INC||REPROS THERAPEUTICS INC","REPROS THERAPEUTICS INC.","Repros Therapeutics Inc."
"REXAHN PHARMACEUTICALS","RNN",NULL,False,"NYSE","0001228627","CORPORATE ROAD SHOW DOT COM INC||FERRARO FRANK||REXAHN PHARMACEUTICALS, INC.","Ocuphire Pharma, Inc.","Rexahn Pharmaceuticals, Inc."
"RITTER PHARMACEUTICALS INC","RTTR",NULL,False,"NASDAQ","0001460702","RITTER PHARMACEUTICALS INC","Qualigen Therapeutics, Inc.","Ritter Pharmaceuticals, Inc."
"ROCKWELL MEDICAL TECHNOLOGIES INC","RMTI","United States",True,"NASDAQ","0001041024","ROCKWELL MEDICAL TECHNOLOGIES INC","ROCKWELL MEDICAL, INC.","Rockwell Medical Technologies, Inc."
"RTI Surgical Holdings","RTIX",NULL,False,"NASDAQ","0001100441","REGENERATION TECHNOLOGIES INC||RTI Biologics, Inc.","RTI SURGICAL, INC.","RTI Surgical"
"RVL Pharmaceuticals","RVLP","United States",True,"NASDAQ","0001739426","Osmotica Pharmaceuticals plc||Osmotica Pharmaceuticals Ltd","RVL Pharmaceuticals plc","RVL Pharmaceuticals, Inc."
"RXi Pharmaceuticals Corp","RXII",NULL,False,"NASDAQ","0001533040","RXi Pharmaceuticals Corp","Phio Pharmaceuticals Corp.","RXi Pharmaceuticals, Corp."
"Ra Medical Systems","RMED","",True,"AMEX","0001716621","","Ra Medical Systems, Inc.","Ra Medical Systems"
"Ra Pharmaceuticals","RARX",NULL,False,"NASDAQ","0001481512","","Ra Pharmaceuticals, Inc.","Ra Pharmaceuticals"
"Radius Health","RDUS","United States",True,"NASDAQ","0001428522","MPM ACQUISITION CORP","Radius Health, Inc.","Radius Health, Inc."
"Rain Therapeutics","RAIN","United States",True,"NASDAQ","0001724979","","Rain Therapeutics Inc.","Rain Therapeutics Inc."
"Rani Therapeutics Holdings","RANI","United States",True,"NASDAQ","0001856725","","Rani Therapeutics Holdings, Inc.","RANI Therapeutics"
"ReShape Lifesciences","RSLS","United States",True,"NASDAQ","0001427570","OBALON THERAPEUTICS INC","ReShape Lifesciences Inc.","ReShape Lifesciences"
"ReWalk Robotics","RWLK","Israel",True,"NASDAQ","0001607962","Argo Medical Technologies Ltd.","ReWalk Robotics Ltd.","ReWalk Robotics, Inc."
"Realm Therapeutics","RLM",NULL,False,"NASDAQ","0001718903","","Realm Therapeutics plc","Realm Therapeutics, Inc."
"Reata Pharmaceuticals","RETA","United States",True,"NASDAQ","0001358762","","REATA PHARMACEUTICALS INC","Reata Pharmaceuticals, Inc."
"Recro Pharma","REPH","United States",True,"NASDAQ","0001588972","","Recro Pharma, Inc.","Recro Pharma, Inc."
"Recursion Pharmaceuticals","RXRX","United States",True,"NASDAQ","0001601830","Recursion Pharmaceuticals, LLC","RECURSION PHARMACEUTICALS, INC.","Recursion Pharmaceuticals Inc."
"Redhill Biopharma","RDHL","Israel",True,"NASDAQ","0001553846","","RedHill Biopharma Ltd.","RedHill Biopharma Limited;RedHill Biopharma, Inc."
"Regeneron Pharmaceuticals","REGN","United States",True,"NASDAQ","0000872589","REGENERON PHARMACEUTICALS INC","REGENERON PHARMACEUTICALS, INC.","Regeneron Pharmaceuticals"
"Regulus Therapeutics","RGLS","United States",True,"NASDAQ","0001505512","","Regulus Therapeutics Inc.","Regulus Therapeutics Inc."
"Relay Therapeutics","RLAY","United States",True,"NASDAQ","0001812364","","Relay Therapeutics, Inc.","Relay Therapeutics, Inc."
"Relmada Therapeutics","RLMD","United States",True,"NASDAQ","0001553643","CAMP NINE, INC.","RELMADA THERAPEUTICS, INC.","Relmada Therapeutics, Inc."
"Relypsa","RLYP",NULL,False,"NASDAQ","0001416792","","Relypsa Inc","Relypsa, Inc."
"Reneo Pharmaceuticals","RPHM","United States",True,"NASDAQ","0001637715","","Reneo Pharmaceuticals, Inc.","Reneo Pharma Ltd"
"RenovoRx","RNXT","United States",True,"NASDAQ","0001574094","","RenovoRx, Inc.","RenovoRx"
"Repare Therapeutics","RPTX","Canada",True,"NASDAQ","0001808158","","Repare Therapeutics Inc.","Repare Therapeutics"
"Repligen Corporation","RGEN","United States",True,"NASDAQ","0000730272","","REPLIGEN CORP","Repligen Corporation"
"Replimune Group","REPL","United States",True,"NASDAQ","0001737953","","Replimune Group, Inc.","Replimune Inc."
"Repro Med Systems","KRMD","United States",True,"NASDAQ","0000704440","","REPRO MED SYSTEMS INC","Repromed"
"ResMed","RMD","United States",True,"NYSE","0000943819","","RESMED INC","ResMed"
"Restoration Robotics","HAIR",NULL,False,"NASDAQ","0001409269","Restoration Robotics Inc||Restoration Robotics, Inc.","Venus Concept Inc.","Restoration Robotics, Inc."
"Revance Therapeutics","RVNC","United States",True,"NASDAQ","0001479290","","Revance Therapeutics, Inc.","Revance Therapeutics, Inc."
"Reviva Pharmaceuticals Holdings","RVPH","United States",True,"NASDAQ","0001742927","Tenzing Acquisition Corp.","REVIVA PHARMACEUTICALS HOLDINGS, INC.","Reviva Pharmaceuticals"
"Revolution Medicines","RVMD","United States",True,"NASDAQ","0001628171","","Revolution Medicines, Inc.","Revolution Medicines, Inc."
"Rezolute","RZLT","United States",True,"NASDAQ","0001509261","FITS MY STYLE INC||AntriaBio, Inc.","Rezolute, Inc.","Rezolute"
"Rhythm Pharmaceuticals","RYTM","United States",True,"NASDAQ","0001649904","RHYTHM METABOLIC, INC.","RHYTHM PHARMACEUTICALS, INC.","Rhythm Pharmaceuticals, Inc."
"Rigel Pharmaceuticals","RIGL","United States",True,"NASDAQ","0001034842","","RIGEL PHARMACEUTICALS INC","Rigel Pharmaceuticals"
"Rocket Pharmaceuticals","RCKT","United States",True,"NASDAQ","0001281895","INOTEK PHARMACEUTICALS CORP","ROCKET PHARMACEUTICALS, INC.","Rocket Pharmaceuticals Inc."
"Rubius Therapeutics","RUBY","United States",True,"NASDAQ","0001709401","","Rubius Therapeutics, Inc.","Rubius Therapeutics"
"RxSight","RXST","United States",True,"NASDAQ","0001111485","CALHOUN VISION INC","RxSight, Inc.","RxSight, Inc."
"SAB Biotherapeutics","SABS","United States",True,"NASDAQ","0001833214","Big Cypress Acquisition Corp.","SAB Biotherapeutics, Inc.","SAb Biotherapeutics, Inc."
"SAMARITAN PHARMACEUTICALS INC","LIV",NULL,False,"NYSE","0001057377","STEROIDOGENESIS INHIBITORS INTERNATIONAL INC","SAMARITAN PHARMACEUTICALS INC","Samaritan Pharmaceuticals, Inc"
"SCICLONE PHARMACEUTICALS INC","SCLN",NULL,False,"NASDAQ","0000880771","","SCICLONE PHARMACEUTICALS INC","SciClone Pharmaceuticals"
"SCOLR Pharma","DDD","United States",True,"NYSE","0000934936","SCOLR INC||NUTRACEUTIX INC","SCOLR Pharma, Inc.","SCOLR Pharma, Inc."
